job_id,arrival_time,time_m1,time_m2,time_m3,due_date,completion_time_edd,delay_edd
0,62.19,7.92,19.48,18.86,128.15,108.46,0.0
1,140.02,8.22,8.33,9.33,202.79,165.93,0.0
2,157.08,19.57,6.06,7.9,193.51,199.45,5.94
3,262.07,10.5,12.08,9.89,326.28,294.62,0.0
4,299.04,8.12,11.45,9.56,331.86,328.26,0.0
5,422.94,15.2,14.97,18.24,487.06,471.37,0.0
6,457.02,11.34,11.07,15.03,494.67,508.81,14.14
8,502.28,13.47,7.3,5.52,534.81,535.1,0.29
9,507.14,7.26,15.27,15.92,559.7,573.56,13.86
7,501.6,13.03,10.18,5.33,568.3,602.09,33.8
10,582.65,12.13,12.48,18.14,637.06,644.84,7.77
11,728.44,15.37,15.25,5.09,766.9,764.24,0.0
12,730.77,10.19,19.19,18.14,835.35,811.76,0.0
13,739.81,15.59,16.62,17.14,838.33,861.1,22.77
14,750.61,7.68,16.89,16.07,861.04,901.74,40.71
16,822.31,6.01,13.23,15.34,870.39,936.32,65.93
15,792.88,18.34,7.09,19.36,905.21,981.11,75.9
19,874.57,6.43,14.8,18.31,914.5,1020.66,106.16
17,826.54,9.18,17.37,6.36,946.09,1053.57,107.47
18,847.1,8.07,6.68,19.72,953.96,1088.03,134.08
21,965.69,9.1,14.91,13.29,1026.96,1125.32,98.36
20,946.22,17.85,11.88,13.54,1040.53,1168.6,128.07
23,1031.37,5.81,8.31,5.99,1056.51,1188.71,132.21
24,1040.54,10.14,10.55,11.71,1107.17,1221.11,113.94
22,994.77,19.05,9.32,15.18,1108.62,1264.67,156.06
27,1150.67,11.53,11.82,9.45,1184.76,1297.47,112.71
25,1121.24,15.31,10.47,14.94,1186.93,1338.19,151.26
26,1130.99,13.19,9.78,15.14,1210.62,1376.29,165.67
28,1154.3,19.89,16.1,11.58,1236.26,1423.87,187.61
29,1176.69,15.66,19.26,16.6,1247.79,1475.38,227.59
30,1470.27,18.83,5.87,11.18,1524.98,1511.26,0.0
32,1497.7,15.38,8.99,14.57,1573.42,1550.21,0.0
31,1493.16,14.25,7.15,16.21,1591.78,1587.82,0.0
33,1766.3,16.97,10.08,15.95,1814.28,1809.32,0.0
34,1855.66,11.26,8.98,8.58,1892.12,1884.53,0.0
35,1969.39,6.44,8.49,7.88,1997.58,1992.24,0.0
36,2062.96,13.81,14.97,18.5,2128.88,2110.33,0.0
37,2065.71,7.84,12.75,15.73,2180.5,2146.65,0.0
38,2116.86,8.4,13.89,19.02,2170.85,2187.96,17.11
39,2307.99,18.56,13.65,12.22,2356.73,2352.49,0.0
40,2316.36,5.61,14.17,15.69,2508.83,2387.96,0.0
41,2382.28,19.91,11.04,7.01,2422.16,2425.92,3.76
42,2406.58,12.96,19.79,9.46,2457.18,2468.13,10.95
43,2498.38,10.83,13.38,7.27,2589.91,2529.91,0.0
44,2678.31,16.33,19.04,9.99,2724.69,2723.76,0.0
45,2704.3,18.47,12.04,8.01,2747.94,2762.27,14.33
46,2717.12,11.59,18.89,18.26,2810.22,2811.0,0.78
47,2817.96,7.86,16.66,8.36,2874.19,2850.89,0.0
48,2820.39,18.39,6.93,13.89,2893.56,2890.09,0.0
49,2894.19,15.23,10.54,16.88,3024.1,2936.95,0.0
50,2962.79,19.69,17.75,5.83,3040.92,3006.12,0.0
51,2969.65,14.92,10.57,17.82,3014.39,3049.43,35.04
52,3178.89,5.65,5.85,5.04,3199.63,3195.47,0.0
53,3484.7,17.53,18.75,7.8,3565.2,3528.85,0.0
54,3598.03,15.9,9.04,19.56,3683.32,3642.56,0.0
55,3680.43,9.27,10.96,16.37,3739.75,3717.05,0.0
56,3728.26,18.8,11.31,17.88,3777.74,3776.34,0.0
57,3782.28,15.7,5.16,15.45,3829.12,3818.64,0.0
58,3852.5,14.35,7.05,19.16,3901.75,3893.09,0.0
59,3862.98,11.64,5.96,6.52,3931.96,3917.21,0.0
60,3870.32,13.12,18.28,11.81,3966.24,3960.42,0.0
61,3997.06,7.47,6.15,16.76,4090.43,4027.5,0.0
62,4134.06,15.71,12.65,19.37,4223.93,4181.83,0.0
63,4236.92,18.67,5.82,16.12,4304.99,4277.54,0.0
64,4237.83,8.83,15.74,12.94,4301.2,4315.05,13.84
65,4262.03,13.5,18.18,19.7,4338.57,4366.43,27.86
67,4365.02,7.21,12.5,9.58,4399.05,4395.72,0.0
69,4382.91,8.76,15.03,5.11,4423.97,4424.62,0.65
66,4355.94,6.31,7.11,13.39,4437.56,4451.42,13.86
68,4377.36,11.37,16.89,7.57,4464.49,4487.25,22.76
70,4394.9,8.46,18.3,7.39,4468.88,4521.4,52.52
71,4567.15,8.69,17.94,9.81,4649.94,4603.63,0.0
72,4629.29,10.26,18.29,15.44,4685.31,4673.32,0.0
73,4690.16,9.42,9.29,19.08,4843.97,4728.0,0.0
74,4702.45,18.75,15.71,5.17,4745.65,4767.62,21.97
75,4743.34,18.31,18.1,8.76,4806.98,4812.8,5.82
76,4928.72,8.14,6.57,11.22,4990.39,4954.73,0.0
77,5076.04,18.15,5.17,7.63,5111.3,5107.09,0.0
78,5140.78,11.09,18.84,14.23,5214.78,5184.95,0.0
79,5223.79,8.07,18.42,17.92,5322.31,5268.26,0.0
80,5332.8,7.59,5.8,10.47,5396.15,5356.72,0.0
81,5348.81,18.03,17.86,15.45,5420.87,5408.07,0.0
82,5360.46,17.14,7.59,12.44,5442.09,5445.24,3.15
83,5432.59,8.54,18.19,9.81,5486.18,5481.77,0.0
84,5473.83,15.52,5.58,14.57,5530.43,5517.45,0.0
85,5589.13,10.49,13.57,19.51,5634.58,5632.72,0.0
86,5701.38,12.02,9.5,9.12,5739.69,5732.06,0.0
87,5833.83,8.04,19.43,12.75,5884.55,5874.08,0.0
88,5943.06,13.72,18.27,7.16,6019.06,5982.23,0.0
89,5945.07,7.75,11.22,9.7,5984.14,6010.9,26.76
90,6005.27,16.2,11.24,12.63,6092.99,6050.97,0.0
93,6048.81,13.08,7.28,5.27,6082.26,6076.6,0.0
91,6023.59,19.97,5.35,10.56,6114.07,6112.49,0.0
92,6042.75,9.96,7.56,19.61,6145.24,6149.63,4.39
94,6135.5,12.93,9.31,13.7,6174.13,6185.57,11.43
95,6165.45,6.47,17.36,10.74,6239.37,6220.14,0.0
96,6194.66,11.23,13.63,8.89,6253.21,6253.89,0.68
97,6300.43,6.11,7.98,5.31,6340.81,6319.89,0.0
98,6308.77,12.81,7.42,12.89,6352.25,6353.0,0.75
99,6407.59,17.23,19.39,11.95,6525.1,6456.17,0.0
100,6549.02,10.04,19.7,19.37,6603.5,6598.19,0.0
101,6648.58,15.31,14.25,15.66,6704.01,6693.81,0.0
102,6777.01,15.83,7.75,19.49,6861.43,6820.08,0.0
103,6781.11,5.48,7.54,14.93,6849.18,6848.03,0.0
104,6972.42,18.25,8.07,7.91,7009.42,7006.66,0.0
105,7007.74,11.35,10.7,17.31,7076.82,7047.13,0.0
106,7124.13,17.94,16.48,12.71,7187.72,7171.26,0.0
107,7179.02,11.9,15.03,17.78,7259.01,7223.77,0.0
108,7200.0,13.46,11.84,6.85,7235.63,7255.91,20.28
109,7242.84,19.11,15.54,5.84,7361.09,7296.41,0.0
110,7335.03,14.05,5.09,9.65,7376.54,7363.91,0.0
111,7382.12,6.84,14.45,14.18,7449.6,7417.68,0.0
112,7430.85,13.36,6.7,17.4,7531.72,7468.34,0.0
113,7567.07,16.51,8.63,9.41,7603.26,7601.69,0.0
114,7677.06,17.9,19.05,14.01,7778.22,7728.04,0.0
115,7810.54,6.81,6.03,18.15,7951.85,7841.53,0.0
116,7900.54,14.29,10.94,17.88,7954.15,7943.73,0.0
117,7904.52,17.05,5.92,15.74,7976.1,7982.45,6.35
118,7912.87,11.55,9.08,17.11,7997.6,8020.19,22.59
119,7941.4,7.31,10.14,11.59,7999.57,8049.23,49.67
120,8152.46,9.81,7.22,14.39,8201.22,8183.96,0.0
121,8249.0,14.93,13.21,17.24,8301.2,8294.44,0.0
122,8358.15,7.74,12.19,13.34,8415.97,8391.51,0.0
123,8366.65,11.89,9.21,9.15,8414.02,8421.75,7.73
125,8419.01,8.48,11.1,13.92,8489.46,8455.25,0.0
124,8404.8,8.1,15.28,18.97,8539.65,8497.6,0.0
126,8482.61,12.4,19.98,19.42,8585.36,8549.39,0.0
127,8503.35,16.51,5.54,19.22,8582.43,8590.66,8.23
128,8688.75,11.36,15.67,8.76,8805.73,8724.54,0.0
129,8702.8,5.13,9.2,14.97,8756.22,8753.84,0.0
130,8820.44,15.26,16.71,19.14,8873.68,8871.54,0.0
132,8842.75,12.44,8.7,5.26,8878.79,8897.94,19.16
131,8828.43,9.33,7.0,13.28,8897.85,8927.55,29.7
133,8864.79,15.32,19.53,6.01,8926.75,8968.42,41.67
134,8909.39,14.42,7.23,19.34,8960.46,9009.41,48.94
135,8971.14,11.12,13.43,18.21,9043.99,9052.17,8.18
136,9000.94,19.29,7.64,19.39,9082.29,9098.48,16.19
138,9028.04,9.13,12.18,19.16,9082.94,9138.94,56.01
137,9020.99,19.79,17.99,12.63,9123.18,9189.35,66.17
139,9373.61,13.7,15.77,16.73,9424.24,9419.85,0.0
140,9553.06,13.9,6.83,7.27,9631.29,9581.14,0.0
141,9612.0,18.91,17.9,13.24,9679.04,9662.1,0.0
142,9714.59,19.67,9.6,12.79,9760.59,9756.66,0.0
143,9717.82,5.92,10.62,14.26,9810.97,9787.45,0.0
144,9816.91,19.46,8.83,17.81,9875.11,9863.05,0.0
145,9850.49,13.15,19.95,11.97,9897.44,9908.12,10.67
146,9883.09,13.51,15.25,7.3,9929.63,9944.18,14.54
147,9896.09,12.69,10.9,9.78,9951.69,9977.55,25.86
148,9996.11,14.24,16.01,11.05,10118.97,10037.45,0.0
149,10004.99,6.08,6.45,12.21,10042.02,10062.19,20.18
150,10020.81,5.11,16.81,5.87,10079.83,10089.98,10.15
151,10262.35,8.78,13.83,18.26,10321.28,10303.26,0.0
152,10442.35,5.52,13.58,16.67,10499.43,10478.13,0.0
153,10568.66,19.72,17.57,12.18,10654.91,10618.2,0.0
154,10715.15,14.35,5.7,8.09,10772.8,10743.33,0.0
155,10723.91,7.38,19.58,12.53,10904.02,10782.83,0.0
156,10853.81,16.74,11.29,8.51,10892.51,10890.37,0.0
157,10871.7,12.46,14.13,7.25,10924.63,10924.22,0.0
158,10904.55,18.18,9.48,17.56,10982.11,10969.43,0.0
159,11100.96,9.19,9.08,12.31,11140.99,11131.61,0.0
160,11166.83,19.29,12.98,7.9,11208.69,11207.08,0.0
161,11237.82,11.7,5.14,10.52,11315.23,11265.24,0.0
162,11308.21,10.02,19.4,19.73,11358.21,11357.39,0.0
163,11326.65,14.15,10.1,8.19,11410.01,11389.83,0.0
164,11493.48,12.39,19.46,13.64,11570.04,11539.01,0.0
165,11545.17,16.94,18.52,12.52,11613.47,11593.19,0.0
166,11657.9,17.62,14.87,7.4,11702.12,11697.89,0.0
167,11690.27,5.68,10.29,10.43,11720.84,11724.29,3.45
168,11701.37,14.57,18.36,8.3,11782.72,11765.52,0.0
169,11739.49,5.16,18.99,6.66,11790.85,11796.33,5.47
170,11740.73,9.25,10.3,10.69,11794.02,11826.57,32.55
171,11985.09,14.19,11.76,17.5,12047.55,12028.62,0.0
172,12071.01,11.7,16.22,6.42,12111.28,12105.35,0.0
173,12156.49,16.11,10.41,5.62,12218.28,12188.68,0.0
175,12172.32,15.98,5.45,19.75,12256.04,12229.86,0.0
174,12164.4,10.81,17.12,17.01,12263.32,12274.79,11.47
176,12278.28,17.88,17.31,16.42,12413.5,12329.9,0.0
177,12283.1,6.19,15.58,6.77,12362.48,12358.45,0.0
178,12321.45,16.3,6.58,13.26,12397.24,12394.59,0.0
179,12417.22,7.71,8.62,17.73,12500.04,12451.34,0.0
180,12468.05,5.28,15.78,16.33,12538.11,12505.53,0.0
181,12726.57,14.5,17.24,8.72,12777.66,12767.08,0.0
182,13006.01,19.99,6.61,14.35,13083.2,13047.03,0.0
183,13073.32,10.82,10.3,18.83,13117.99,13113.28,0.0
184,13080.02,16.21,5.22,10.78,13137.88,13145.49,7.6
185,13161.1,8.85,14.55,14.85,13253.02,13199.44,0.0
186,13206.69,18.98,11.76,18.74,13272.02,13256.23,0.0
187,13299.58,9.37,14.41,16.25,13341.61,13339.67,0.0
188,13405.94,6.25,16.85,7.15,13444.77,13436.22,0.0
189,13432.97,8.94,14.12,10.24,13520.32,13469.52,0.0
190,13467.12,16.67,9.74,12.96,13534.21,13508.89,0.0
191,13498.05,16.79,14.4,13.31,13576.55,13553.39,0.0
192,13516.59,9.82,18.13,15.4,13579.51,13596.73,17.23
193,13957.32,19.15,15.63,6.81,14014.41,13998.92,0.0
194,13993.07,13.39,9.45,11.96,14095.83,14033.72,0.0
195,14001.49,6.31,12.96,5.25,14040.15,14058.24,18.09
196,14021.94,16.56,7.77,12.87,14122.78,14095.44,0.0
197,14102.24,10.88,7.83,19.19,14185.89,14140.24,0.0
198,14185.68,8.84,8.61,18.08,14276.91,14221.27,0.0
199,14313.27,9.56,15.73,17.22,14426.65,14355.88,0.0
200,14402.48,5.98,5.8,9.24,14473.62,14423.5,0.0
201,14431.84,5.74,12.02,7.43,14473.71,14457.1,0.0
202,14519.53,12.54,13.13,12.69,14660.87,14557.96,0.0
203,14707.7,12.66,6.78,15.45,14747.49,14742.65,0.0
204,14708.39,6.41,11.6,17.85,14765.81,14778.5,12.69
205,14816.54,12.96,15.85,12.79,14899.3,14858.2,0.0
206,14847.97,9.03,16.94,16.79,14939.78,14900.96,0.0
207,14928.36,16.9,13.62,14.95,15010.72,14973.84,0.0
208,14964.94,5.57,18.02,18.26,15019.05,15015.68,0.0
209,15005.32,6.68,19.0,6.15,15054.89,15047.52,0.0
210,15007.17,17.92,15.46,16.56,15084.01,15097.46,13.45
211,15090.17,18.58,6.33,9.05,15127.94,15131.42,3.48
212,15135.83,6.09,14.57,14.09,15210.35,15170.66,0.0
213,15261.54,5.99,5.59,11.67,15307.76,15284.81,0.0
214,15350.38,10.03,19.05,13.0,15413.45,15392.49,0.0
215,15431.18,18.66,16.08,18.35,15490.59,15484.29,0.0
216,15439.38,5.35,14.0,15.91,15481.43,15519.55,38.12
