job_id,arrival_time,time_m1,time_m2,time_m3,due_date,completion_time_edd,delay_edd
0,75.47,7.92,19.48,18.86,149.62,121.76,0.0
1,169.93,8.22,8.33,9.33,248.03,195.83,0.0
2,190.63,19.57,6.06,7.9,228.28,229.35,1.08
3,318.05,10.5,12.08,9.89,395.46,350.62,0.0
4,362.92,8.12,11.45,9.56,397.26,392.16,0.0
5,513.29,15.2,14.97,18.24,583.94,561.77,0.0
6,554.65,11.34,11.07,15.03,592.39,599.21,6.83
7,608.75,13.03,10.18,5.33,691.31,637.35,0.0
8,609.58,13.47,7.3,5.52,644.7,663.64,18.94
9,615.47,7.26,15.27,15.92,673.9,702.09,28.2
10,707.12,12.13,12.48,18.14,766.38,749.94,0.0
11,884.06,15.37,15.25,5.09,923.65,919.84,0.0
12,886.88,10.19,19.19,18.14,1015.17,967.36,0.0
13,897.85,15.59,16.62,17.14,1016.8,1016.7,0.0
14,910.96,7.68,16.89,16.07,1050.38,1057.34,6.96
16,997.98,6.01,13.23,15.34,1051.66,1091.92,40.26
19,1061.4,6.43,14.8,18.31,1101.49,1131.47,29.98
15,962.26,18.34,7.09,19.36,1102.66,1176.26,73.61
17,1003.11,9.18,17.37,6.36,1158.66,1209.17,50.5
18,1028.06,8.07,6.68,19.72,1164.99,1243.63,78.64
21,1171.98,9.1,14.91,13.29,1243.22,1280.92,37.7
20,1148.35,17.85,11.88,13.54,1263.87,1324.2,60.33
23,1251.7,5.81,8.31,5.99,1278.92,1344.31,65.4
24,1262.83,10.14,10.55,11.71,1343.68,1376.71,33.03
22,1207.28,19.05,9.32,15.18,1350.32,1420.27,69.95
27,1396.48,11.53,11.82,9.45,1431.11,1453.07,21.96
25,1360.76,15.31,10.47,14.94,1436.83,1493.79,56.96
26,1372.59,13.19,9.78,15.14,1469.48,1531.89,62.41
28,1400.89,19.89,16.1,11.58,1497.13,1579.47,82.34
29,1428.06,15.66,19.26,16.6,1507.3,1630.98,123.68
30,1784.35,18.83,5.87,11.18,1846.88,1820.26,0.0
32,1817.65,15.38,8.99,14.57,1908.65,1859.21,0.0
31,1812.14,14.25,7.15,16.21,1936.11,1896.82,0.0
33,2143.63,16.97,10.08,15.95,2193.66,2186.72,0.0
34,2252.08,11.26,8.98,8.58,2291.71,2280.93,0.0
35,2390.1,6.44,8.49,7.88,2420.53,2412.94,0.0
36,2503.65,13.81,14.97,18.5,2577.32,2551.03,0.0
37,2507.0,7.84,12.75,15.73,2654.39,2587.35,0.0
38,2569.08,8.4,13.89,19.02,2628.33,2628.66,0.33
39,2801.03,18.56,13.65,12.22,2851.57,2845.49,0.0
40,2811.18,5.61,14.17,15.69,3068.89,2880.96,0.0
41,2891.19,19.91,11.04,7.01,2931.87,2929.22,0.0
42,2920.68,12.96,19.79,9.46,2974.77,2971.43,0.0
43,3032.09,10.83,13.38,7.27,3148.58,3063.61,0.0
44,3250.46,16.33,19.04,9.99,3297.27,3295.86,0.0
45,3282.0,18.47,12.04,8.01,3327.78,3334.37,6.6
46,3297.56,11.59,18.89,18.26,3409.09,3383.1,0.0
47,3419.94,7.86,16.66,8.36,3485.87,3452.89,0.0
48,3422.89,18.39,6.93,13.89,3510.18,3492.09,0.0
49,3512.46,15.23,10.54,16.88,3678.62,3555.15,0.0
50,3595.72,19.69,17.75,5.83,3688.32,3639.02,0.0
51,3604.04,14.92,10.57,17.82,3649.37,3682.33,32.96
52,3857.98,5.65,5.85,5.04,3880.46,3874.57,0.0
53,4229.12,17.53,18.75,7.8,4324.74,4273.25,0.0
54,4366.65,15.9,9.04,19.56,4468.89,4411.26,0.0
55,4466.65,9.27,10.96,16.37,4535.43,4503.25,0.0
56,4524.7,18.8,11.31,17.88,4574.81,4572.74,0.0
57,4590.27,15.7,5.16,15.45,4641.49,4626.64,0.0
58,4675.48,14.35,7.05,19.16,4728.35,4716.09,0.0
59,4688.21,11.64,5.96,6.52,4775.83,4740.21,0.0
60,4697.11,13.12,18.28,11.81,4814.93,4783.42,0.0
61,4850.93,7.47,6.15,16.76,4970.46,4881.4,0.0
62,5017.19,15.71,12.65,19.37,5124.57,5064.93,0.0
63,5142.02,18.67,5.82,16.12,5221.51,5182.64,0.0
64,5143.13,8.83,15.74,12.94,5217.25,5220.15,2.9
65,5172.51,13.5,18.18,19.7,5259.5,5271.53,12.04
66,5286.47,6.31,7.11,13.39,5390.86,5313.34,0.0
67,5297.5,7.21,12.5,9.58,5333.49,5342.62,9.13
69,5319.2,8.76,15.03,5.11,5365.32,5371.52,6.2
68,5312.47,11.37,16.89,7.57,5420.92,5407.35,0.0
70,5333.75,8.46,18.3,7.39,5424.28,5441.5,17.21
71,5542.8,8.69,17.94,9.81,5644.86,5579.33,0.0
72,5618.22,10.26,18.29,15.44,5679.24,5662.22,0.0
73,5692.1,9.42,9.29,19.08,5894.11,5729.9,0.0
74,5707.0,18.75,15.71,5.17,5751.7,5769.52,17.82
75,5756.64,18.31,18.1,8.76,5827.93,5814.7,0.0
76,5981.62,8.14,6.57,11.22,6058.12,6007.63,0.0
77,6160.41,18.15,5.17,7.63,6197.45,6191.39,0.0
78,6238.97,11.09,18.84,14.23,6325.38,6283.15,0.0
79,6339.71,8.07,18.42,17.92,6460.71,6384.16,0.0
80,6472.01,7.59,5.8,10.47,6551.77,6495.92,0.0
81,6491.44,18.03,17.86,15.45,6572.11,6547.27,0.0
82,6505.58,17.14,7.59,12.44,6605.68,6584.44,0.0
83,6593.12,8.54,18.19,9.81,6653.8,6629.67,0.0
84,6643.17,15.52,5.58,14.57,6708.47,6678.85,0.0
85,6783.11,10.49,13.57,19.51,6829.34,6826.72,0.0
86,6919.33,12.02,9.5,9.12,6960.83,6950.06,0.0
87,7080.07,8.04,19.43,12.75,7135.16,7120.38,0.0
88,7212.63,13.72,18.27,7.16,7303.95,7251.83,0.0
89,7215.08,7.75,11.22,9.7,7258.47,7280.5,22.03
90,7288.14,16.2,11.24,12.63,7395.66,7328.27,0.0
91,7310.37,19.97,5.35,10.56,7423.53,7364.16,0.0
93,7340.98,13.08,7.28,5.27,7377.68,7389.79,12.11
92,7333.63,9.96,7.56,19.61,7463.27,7426.93,0.0
94,7446.19,12.93,9.31,13.7,7485.94,7482.17,0.0
95,7482.54,6.47,17.36,10.74,7572.81,7517.14,0.0
96,7517.99,11.23,13.63,8.89,7586.84,7551.79,0.0
97,7646.35,6.11,7.98,5.31,7695.46,7665.79,0.0
98,7656.47,12.81,7.42,12.89,7704.26,7698.9,0.0
99,7776.41,17.23,19.39,11.95,7922.56,7825.07,0.0
100,7948.05,10.04,19.7,19.37,8004.75,7997.19,0.0
101,8068.88,15.31,14.25,15.66,8128.55,8114.11,0.0
102,8224.74,15.83,7.75,19.49,8326.35,8267.88,0.0
103,8229.71,5.48,7.54,14.93,8314.45,8295.83,0.0
104,8461.89,18.25,8.07,7.91,8500.05,8496.16,0.0
105,8504.76,11.35,10.7,17.31,8586.18,8544.13,0.0
106,8646.02,17.94,16.48,12.71,8716.45,8693.16,0.0
107,8712.63,11.9,15.03,17.78,8807.27,8757.37,0.0
108,8738.09,13.46,11.84,6.85,8775.18,8789.51,14.34
109,8790.08,19.11,15.54,5.84,8940.65,8830.61,0.0
110,8901.97,14.05,5.09,9.65,8948.75,8930.81,0.0
111,8959.11,6.84,14.45,14.18,9039.91,8994.68,0.0
112,9018.25,13.36,6.7,17.4,9145.48,9055.74,0.0
113,9183.57,16.51,8.63,9.41,9220.44,9218.19,0.0
114,9317.06,17.9,19.05,14.01,9439.08,9368.04,0.0
115,9479.06,6.81,6.03,18.15,9666.21,9510.13,0.0
116,9588.28,14.29,10.94,17.88,9646.25,9631.43,0.0
117,9593.11,17.05,5.92,15.74,9678.35,9670.15,0.0
118,9603.25,11.55,9.08,17.11,9707.5,9707.89,0.39
119,9637.87,7.31,10.14,11.59,9708.14,9736.93,28.79
120,9894.01,9.81,7.22,14.39,9949.99,9925.46,0.0
121,10011.19,14.93,13.21,17.24,10066.22,10056.64,0.0
122,10143.65,7.74,12.19,13.34,10211.67,10177.01,0.0
123,10153.96,11.89,9.21,9.15,10208.45,10207.25,0.0
124,10200.26,8.1,15.28,18.97,10373.55,10249.6,0.0
125,10217.51,8.48,11.1,13.92,10303.31,10283.1,0.0
126,10294.7,12.4,19.98,19.42,10418.62,10346.59,0.0
127,10319.87,16.51,5.54,19.22,10414.66,10387.86,0.0
128,10544.88,11.36,15.67,8.76,10695.59,10580.74,0.0
129,10561.93,5.13,9.2,14.97,10625.37,10610.04,0.0
130,10704.69,15.26,16.71,19.14,10758.83,10755.84,0.0
132,10731.78,12.44,8.7,5.26,10771.81,10782.24,10.43
131,10714.4,9.33,7.0,13.28,10800.36,10811.85,11.5
133,10758.52,15.32,19.53,6.01,10829.24,10852.72,23.48
134,10812.65,14.42,7.23,19.34,10867.91,10893.71,25.79
135,10887.59,11.12,13.43,18.21,10972.95,10936.47,0.0
136,10923.76,19.29,7.64,19.39,11019.66,10982.78,0.0
138,10956.65,9.13,12.18,19.16,11017.54,11023.24,5.71
137,10948.09,19.79,17.99,12.63,11071.79,11073.65,1.86
139,11376.04,13.7,15.77,16.73,11428.52,11422.25,0.0
140,11593.82,13.9,6.83,7.27,11692.93,11621.84,0.0
141,11665.35,18.91,17.9,13.24,11739.45,11715.5,0.0
142,11789.86,19.67,9.6,12.79,11837.5,11831.96,0.0
143,11793.77,5.92,10.62,14.26,11912.84,11862.75,0.0
144,11914.04,19.46,8.83,17.81,11977.27,11960.15,0.0
145,11954.79,13.15,19.95,11.97,12002.52,12005.22,2.69
146,11994.36,13.51,15.25,7.3,12045.25,12041.28,0.0
147,12010.14,12.69,10.9,9.78,12074.96,12074.65,0.0
148,12131.52,14.24,16.01,11.05,12288.26,12172.85,0.0
149,12142.3,6.08,6.45,12.21,12184.43,12197.59,13.16
150,12161.5,5.11,16.81,5.87,12233.49,12225.38,0.0
151,12454.63,8.78,13.83,18.26,12521.06,12495.56,0.0
152,12673.09,5.52,13.58,16.67,12739.01,12708.93,0.0
153,12826.38,19.72,17.57,12.18,12927.91,12875.9,0.0
154,13004.16,14.35,5.7,8.09,13074.08,13032.33,0.0
155,13014.8,7.38,19.58,12.53,13253.33,13071.83,0.0
156,13172.44,16.74,11.29,8.51,13212.04,13209.07,0.0
157,13194.16,12.46,14.13,7.25,13255.02,13242.92,0.0
158,13234.02,18.18,9.48,17.56,13325.02,13288.13,0.0
159,13472.4,9.19,9.08,12.31,13516.35,13503.01,0.0
160,13552.33,19.29,12.98,7.9,13594.9,13592.58,0.0
161,13638.49,11.7,5.14,10.52,13736.69,13665.94,0.0
162,13723.91,10.02,19.4,19.73,13774.27,13773.09,0.0
163,13746.29,14.15,10.1,8.19,13850.81,13805.53,0.0
164,13948.76,12.39,19.46,13.64,14038.23,13994.31,0.0
165,14011.5,16.94,18.52,12.52,14088.24,14059.49,0.0
166,14148.31,17.62,14.87,7.4,14194.32,14188.29,0.0
167,14187.59,5.68,10.29,10.43,14219.89,14214.69,0.0
168,14201.06,14.57,18.36,8.3,14299.08,14255.92,0.0
169,14247.33,5.16,18.99,6.66,14307.23,14286.73,0.0
170,14248.83,9.25,10.3,10.69,14311.69,14316.97,5.28
171,14545.39,14.19,11.76,17.5,14615.75,14588.92,0.0
172,14649.67,11.7,16.22,6.42,14692.41,14684.05,0.0
173,14753.4,16.11,10.41,5.62,14827.51,14785.58,0.0
175,14772.61,15.98,5.45,19.75,14874.01,14826.76,0.0
174,14763.01,10.81,17.12,17.01,14884.36,14871.69,0.0
176,14901.21,17.88,17.31,16.42,15071.17,14952.9,0.0
177,14907.06,6.19,15.58,6.77,15007.56,14981.45,0.0
178,14953.6,16.3,6.58,13.26,15045.87,15017.59,0.0
179,15069.84,7.71,8.62,17.73,15172.92,15103.94,0.0
180,15131.53,5.28,15.78,16.33,15215.16,15168.93,0.0
181,15445.27,14.5,17.24,8.72,15500.79,15485.78,0.0
182,15784.41,19.99,6.61,14.35,15876.65,15825.43,0.0
183,15866.09,10.82,10.3,18.83,15912.72,15906.08,0.0
184,15874.22,16.21,5.22,10.78,15942.75,15938.29,0.0
185,15972.63,8.85,14.55,14.85,16086.84,16010.94,0.0
186,16027.95,18.98,11.76,18.74,16099.87,16077.53,0.0
187,16140.69,9.37,14.41,16.25,16183.55,16180.77,0.0
188,16269.77,6.25,16.85,7.15,16312.17,16300.12,0.0
189,16302.57,8.94,14.12,10.24,16412.39,16335.92,0.0
190,16344.02,16.67,9.74,12.96,16422.62,16383.49,0.0
191,16381.55,16.79,14.4,13.31,16474.18,16427.99,0.0
192,16404.06,9.82,18.13,15.4,16475.1,16471.33,0.0
193,16938.93,19.15,15.63,6.81,17002.47,16980.52,0.0
194,16982.32,13.39,9.45,11.96,17113.32,17017.22,0.0
195,16992.54,6.31,12.96,5.25,17037.08,17041.74,4.66
196,17017.36,16.56,7.77,12.87,17144.65,17078.94,0.0
197,17114.82,10.88,7.83,19.19,17217.48,17152.74,0.0
198,17216.09,8.84,8.61,18.08,17330.45,17251.67,0.0
199,17370.93,9.56,15.73,17.22,17513.75,17413.48,0.0
200,17479.2,5.98,5.8,9.24,17571.17,17500.3,0.0
201,17514.82,5.74,12.02,7.43,17563.62,17540.1,0.0
202,17621.25,12.54,13.13,12.69,17805.37,17659.66,0.0
203,17849.62,12.66,6.78,15.45,17891.45,17884.55,0.0
204,17850.45,6.41,11.6,17.85,17916.84,17920.4,3.56
205,17981.71,12.96,15.85,12.79,18081.57,18023.4,0.0
206,18019.85,9.03,16.94,16.79,18132.05,18066.16,0.0
207,18117.42,16.9,13.62,14.95,18215.09,18162.94,0.0
208,18161.81,5.57,18.02,18.26,18221.01,18204.78,0.0
209,18210.81,6.68,19.0,6.15,18267.75,18242.72,0.0
210,18213.06,17.92,15.46,16.56,18301.08,18292.66,0.0
211,18313.79,18.58,6.33,9.05,18353.14,18347.82,0.0
212,18369.21,6.09,14.57,14.09,18460.26,18403.96,0.0
213,18521.77,5.99,5.59,11.67,18577.53,18545.11,0.0
214,18629.58,10.03,19.05,13.0,18701.38,18671.69,0.0
215,18727.65,18.66,16.08,18.35,18789.68,18780.79,0.0
216,18737.6,5.35,14.0,15.91,18782.47,18816.05,33.58
217,18817.75,8.12,13.88,19.72,18951.11,18859.47,0.0
218,18845.89,5.92,8.65,13.02,18891.89,18887.06,0.0
219,18897.15,12.73,18.68,10.31,18962.05,18938.89,0.0
220,18930.8,13.3,7.38,12.73,18996.39,18972.3,0.0
221,19070.56,13.24,18.81,10.04,19141.27,19112.69,0.0
222,19108.1,5.04,15.85,15.49,19291.54,19149.08,0.0
223,19112.73,17.88,16.57,18.47,19172.54,19202.0,29.47
224,19139.11,16.03,15.14,6.49,19178.46,19239.67,61.21
225,19435.27,15.81,10.64,12.05,19481.77,19473.86,0.0
226,19464.91,19.41,6.39,19.06,19576.01,19518.72,0.0
227,19505.04,16.38,13.2,14.57,19586.75,19562.87,0.0
228,19552.22,19.22,16.47,11.04,19633.12,19609.61,0.0
229,19580.65,6.95,9.15,17.82,19626.03,19643.52,17.49
230,19607.73,5.57,19.7,8.92,19651.23,19677.72,26.49
231,19716.01,6.39,17.06,15.79,19757.01,19755.25,0.0
232,19850.75,8.23,6.41,16.28,20000.39,19881.78,0.0
233,19889.71,9.35,12.53,16.77,20087.46,19928.43,0.0
234,19988.31,10.75,12.01,18.02,20042.96,20029.1,0.0
235,20029.23,7.84,19.76,16.83,20085.73,20073.73,0.0
236,20159.47,19.2,9.57,9.96,20212.83,20198.25,0.0
237,20324.99,11.77,17.81,10.87,20426.69,20365.5,0.0
238,20592.39,12.28,7.72,18.22,20775.86,20630.62,0.0
239,20637.52,18.22,19.92,19.51,20792.92,20695.18,0.0
240,20690.13,9.89,8.51,8.83,20731.59,20722.4,0.0
241,20705.35,5.02,9.75,6.75,20788.83,20743.91,0.0
242,20750.61,19.75,15.27,8.68,20846.05,20794.3,0.0
243,20830.1,19.58,15.67,9.08,20883.01,20874.53,0.0
244,20877.58,9.9,8.4,16.91,20928.74,20912.85,0.0
245,20940.85,10.44,14.54,7.65,20993.31,20973.57,0.0
247,20969.14,16.26,17.68,18.89,21033.45,21026.4,0.0
246,20968.78,13.71,13.59,17.93,21062.28,21071.64,9.36
248,21045.35,7.77,14.37,15.94,21172.22,21109.71,0.0
249,21109.37,13.44,9.43,6.44,21163.11,21139.02,0.0
250,21126.73,15.29,8.56,10.73,21161.88,21173.61,11.74
251,21158.73,17.69,6.73,12.58,21255.43,21210.61,0.0
252,21407.0,14.67,5.71,16.36,21528.15,21443.74,0.0
253,21567.99,16.84,15.75,16.28,21642.06,21616.92,0.0
255,21612.59,11.53,16.39,9.37,21670.91,21654.21,0.0
256,21629.37,12.32,7.2,14.2,21689.42,21687.92,0.0
254,21573.13,8.25,12.05,12.57,21838.03,21720.79,0.0
257,21647.79,8.95,13.84,9.81,21846.04,21753.39,0.0
258,21944.39,10.88,15.38,8.73,21987.81,21979.38,0.0
259,22076.63,19.02,8.65,9.58,22157.66,22113.92,0.0
260,22090.92,8.11,12.37,11.55,22136.98,22145.96,8.98
261,22149.71,9.18,11.08,16.75,22226.07,22186.77,0.0
262,22199.85,11.85,19.5,19.53,22343.22,22250.76,0.0
263,22321.56,11.46,12.79,6.94,22487.11,22352.84,0.0
264,22338.31,6.09,14.37,6.59,22425.83,22379.91,0.0
265,22369.84,16.08,13.24,7.01,22438.33,22416.23,0.0
266,22465.09,5.03,6.99,10.6,22527.38,22487.75,0.0
