job_id,arrival_time,time_m1,time_m2,time_m3,due_date,completion_time_edd,delay_edd
0,34.39,7.92,19.48,18.86,606.83,80.66,0.0
1,77.42,8.22,8.33,9.33,1088.81,106.53,0.0
2,86.86,19.57,6.06,7.9,198.17,140.05,0.0
3,144.91,10.5,12.08,9.89,1025.4,177.42,0.0
4,165.36,8.12,11.45,9.56,292.65,206.56,0.0
5,233.87,15.2,14.97,18.24,701.84,282.37,0.0
6,252.71,11.34,11.07,15.03,295.63,319.81,24.19
8,277.74,13.47,7.3,5.52,470.76,346.1,0.0
10,322.18,12.13,12.48,18.14,676.65,388.84,0.0
9,280.42,7.26,15.27,15.92,695.57,427.3,0.0
11,402.8,15.37,15.25,5.09,511.9,463.01,0.0
16,454.7,6.01,13.23,15.34,849.84,497.59,0.0
19,483.6,6.43,14.8,18.31,533.33,537.13,3.8
21,533.98,9.1,14.91,13.29,1211.94,574.42,0.0
23,570.3,5.81,8.31,5.99,724.42,594.54,0.0
7,277.36,13.03,10.18,5.33,1325.17,623.08,0.0
25,619.99,15.31,10.47,14.94,1327.8,663.79,0.0
27,636.27,11.53,11.82,9.45,703.63,696.6,0.0
29,650.66,15.66,19.26,16.6,1225.25,748.11,0.0
24,575.37,10.14,10.55,11.71,1522.14,780.51,0.0
28,638.28,19.89,16.1,11.58,1604.15,828.08,0.0
30,812.99,18.83,5.87,11.18,1351.74,863.97,0.0
13,409.08,15.59,16.62,17.14,1771.87,913.31,0.0
26,625.38,13.19,9.78,15.14,1772.84,951.41,0.0
32,828.16,15.38,8.99,14.57,1849.33,990.35,0.0
33,976.68,16.97,10.08,15.95,1152.4,1033.36,0.0
34,1026.1,11.26,8.98,8.58,1259.14,1062.17,0.0
20,523.21,17.85,11.88,13.54,1929.81,1105.45,0.0
35,1088.98,6.44,8.49,7.88,1255.6,1128.26,0.0
12,404.08,10.19,19.19,18.14,1975.99,1175.77,0.0
38,1170.53,8.4,13.89,19.02,1550.32,1217.08,0.0
36,1140.72,13.81,14.97,18.5,1685.8,1264.37,0.0
15,438.43,18.34,7.09,19.36,2287.26,1309.16,0.0
39,1276.21,18.56,13.65,12.22,1435.99,1353.59,0.0
41,1317.29,19.91,11.04,7.01,1406.6,1391.55,0.0
42,1330.73,12.96,19.79,9.46,1597.07,1433.76,0.0
14,415.06,7.68,16.89,16.07,2319.53,1474.4,0.0
18,468.41,8.07,6.68,19.72,2436.37,1508.87,0.0
44,1480.98,16.33,19.04,9.99,1553.88,1554.22,0.34
45,1495.35,18.47,12.04,8.01,1670.87,1592.73,0.0
47,1558.2,7.86,16.66,8.36,2214.55,1625.62,0.0
22,550.06,19.05,9.32,15.18,2470.86,1669.18,0.0
51,1642.08,14.92,10.57,17.82,1723.61,1712.48,0.0
31,825.65,14.25,7.15,16.21,2493.0,1750.09,0.0
48,1559.55,18.39,6.93,13.89,2505.97,1789.29,0.0
52,1757.78,5.65,5.85,5.04,1886.38,1805.83,0.0
50,1638.29,19.69,17.75,5.83,2612.45,1849.11,0.0
46,1502.44,11.59,18.89,18.26,2736.26,1897.84,0.0
17,457.04,9.18,17.37,6.36,2804.27,1930.75,0.0
53,1926.88,17.53,18.75,7.8,2943.68,1974.82,0.0
43,1381.49,10.83,13.38,7.27,3017.1,2006.3,0.0
54,1989.54,15.9,9.04,19.56,3123.26,2050.81,0.0
55,2035.11,9.27,10.96,16.37,2678.85,2087.4,0.0
56,2061.56,18.8,11.31,17.88,2149.57,2135.39,0.0
58,2130.26,14.35,7.05,19.16,2403.06,2175.94,0.0
57,2091.43,15.7,5.16,15.45,2409.34,2212.24,0.0
37,1142.24,7.84,12.75,15.73,3274.55,2248.56,0.0
59,2136.05,11.64,5.96,6.52,3358.39,2272.68,0.0
60,2140.11,13.12,18.28,11.81,3591.32,2315.89,0.0
62,2285.95,15.71,12.65,19.37,3459.24,2363.62,0.0
64,2343.33,8.83,15.74,12.94,3071.65,2401.12,0.0
65,2356.71,13.5,18.18,19.7,3079.93,2452.51,0.0
67,2413.66,7.21,12.5,9.58,2569.51,2481.8,0.0
69,2423.55,8.76,15.03,5.11,2777.38,2510.69,0.0
63,2342.82,18.67,5.82,16.12,3117.05,2551.3,0.0
