job_id,arrival_time,time_m1,time_m2,time_m3,due_date,completion_time_edd,delay_edd
0,37.31,7.92,19.48,18.86,539.56,83.66,0.0
1,83.99,8.22,8.33,9.33,963.92,109.93,0.0
2,94.23,19.57,6.06,7.9,195.16,143.45,0.0
3,157.21,10.5,12.08,9.89,924.57,189.72,0.0
4,179.39,8.12,11.45,9.56,293.59,218.86,0.0
5,253.72,15.2,14.97,18.24,665.72,302.17,0.0
6,274.16,11.34,11.07,15.03,316.34,339.61,23.27
8,301.31,13.47,7.3,5.52,472.09,365.9,0.0
10,349.52,12.13,12.48,18.14,662.41,408.64,0.0
9,304.22,7.26,15.27,15.92,669.12,447.1,0.0
11,436.98,15.37,15.25,5.09,536.29,482.81,0.0
7,300.9,13.03,10.18,5.33,1212.75,511.34,0.0
16,493.29,6.01,13.23,15.34,840.33,545.92,0.0
19,524.64,6.43,14.8,18.31,573.01,585.47,12.46
21,579.3,9.1,14.91,13.29,1171.8,622.76,0.0
23,618.7,5.81,8.31,5.99,754.95,642.88,0.0
24,624.2,10.14,10.55,11.71,1449.0,675.27,0.0
25,672.61,15.31,10.47,14.94,1291.43,715.99,0.0
27,690.26,11.53,11.82,9.45,753.02,748.79,0.0
29,705.88,15.66,19.26,16.6,1210.7,800.31,0.0
28,692.44,19.89,16.1,11.58,1535.82,847.88,0.0
13,443.8,15.59,16.62,17.14,1631.38,897.23,0.0
30,881.98,18.83,5.87,11.18,1353.66,933.11,0.0
26,678.46,13.19,9.78,15.14,1677.93,971.21,0.0
32,898.44,15.38,8.99,14.57,1788.59,1010.15,0.0
20,567.62,17.85,11.88,13.54,1792.35,1053.43,0.0
12,438.37,10.19,19.19,18.14,1806.94,1100.94,0.0
33,1059.57,16.97,10.08,15.95,1217.58,1143.95,0.0
34,1113.18,11.26,8.98,8.58,1318.98,1172.76,0.0
15,475.63,18.34,7.09,19.36,2083.82,1217.55,0.0
35,1181.4,6.44,8.49,7.88,1328.83,1240.36,0.0
36,1237.53,13.81,14.97,18.5,1716.2,1287.65,0.0
38,1269.87,8.4,13.89,19.02,1604.5,1328.96,0.0
14,450.28,7.68,16.89,16.07,2106.13,1369.61,0.0
18,508.16,8.07,6.68,19.72,2218.21,1404.07,0.0
39,1384.52,18.56,13.65,12.22,1528.91,1448.5,0.0
41,1429.08,19.91,11.04,7.01,1511.55,1486.46,0.0
42,1443.66,12.96,19.79,9.46,1680.1,1528.67,0.0
22,596.75,19.05,9.32,15.18,2267.13,1572.23,0.0
31,895.72,14.25,7.15,16.21,2345.67,1609.83,0.0
44,1606.66,16.33,19.04,9.99,1675.89,1655.18,0.0
45,1622.26,18.47,12.04,8.01,1779.5,1693.7,0.0
47,1690.44,7.86,16.66,8.36,2263.62,1726.58,0.0
48,1691.9,18.39,6.93,13.89,2517.3,1765.79,0.0
17,495.83,9.18,17.37,6.36,2534.34,1798.69,0.0
51,1781.44,14.92,10.57,17.82,1857.87,1842.0,0.0
50,1777.32,19.69,17.75,5.83,2627.31,1885.28,0.0
46,1629.95,11.59,18.89,18.26,2705.68,1934.01,0.0
52,1906.95,5.65,5.85,5.04,2020.61,1950.55,0.0
43,1498.73,10.83,13.38,7.27,2920.36,1982.02,0.0
37,1239.18,7.84,12.75,15.73,3091.9,2018.34,0.0
49,1736.17,15.23,10.54,16.88,3798.46,2061.0,0.0
40,1389.54,5.61,14.17,15.69,5059.1,2096.47,0.0
53,2090.41,17.53,18.75,7.8,2977.45,2140.55,0.0
54,2158.39,15.9,9.04,19.56,3146.81,2202.96,0.0
55,2207.82,9.27,10.96,16.37,2770.57,2244.45,0.0
56,2236.51,18.8,11.31,17.88,2319.18,2292.44,0.0
57,2268.92,15.7,5.16,15.45,2549.26,2328.74,0.0
58,2311.04,14.35,7.05,19.16,2552.87,2369.29,0.0
59,2317.33,11.64,5.96,6.52,3379.83,2393.41,0.0
60,2321.73,13.12,18.28,11.81,3585.12,2436.62,0.0
61,2397.76,7.47,6.15,16.76,3886.01,2467.0,0.0
