job_id,time_m1,time_m2,time_m3,due_date,completion_time_edd,delay_edd
3003,14.45,7.12,12.41,44.73,33.98,0.0
4403,14.07,10.31,11.74,49.6,50.57,0.98
3391,14.43,15.64,9.24,51.87,67.83,15.96
3725,7.49,9.85,13.21,60.63,81.65,21.02
3786,11.2,6.94,19.98,81.18,101.63,20.44
4690,19.63,10.31,6.04,82.45,107.67,25.22
2789,18.43,10.44,15.99,99.07,126.13,27.07
1785,16.15,7.88,14.19,119.2,140.32,21.12
1922,8.74,19.47,18.39,138.7,162.45,23.75
1061,18.9,14.61,19.59,221.21,182.04,0.0
3907,6.47,17.33,9.18,225.82,191.22,0.0
3839,17.1,5.39,7.91,239.37,199.12,0.0
4743,13.57,6.13,18.78,266.62,217.9,0.0
1161,17.1,16.99,15.75,273.57,233.65,0.0
918,14.76,19.72,7.54,277.01,241.99,0.0
3284,19.47,12.1,5.01,283.23,251.55,0.0
3277,18.6,5.74,6.61,289.45,262.92,0.0
4945,6.3,15.97,7.95,295.94,280.78,0.0
2102,14.05,15.22,16.88,305.99,304.94,0.0
3141,15.17,11.71,19.5,339.3,324.44,0.0
1476,10.66,12.51,5.63,360.96,330.07,0.0
3468,16.46,12.11,12.73,374.97,342.8,0.0
2999,14.16,8.87,19.26,382.99,362.06,0.0
806,11.86,10.89,13.29,424.94,375.35,0.0
3033,11.4,7.24,11.75,438.02,387.1,0.0
4097,13.97,13.6,6.27,442.23,393.37,0.0
2938,11.53,6.22,5.22,442.68,398.59,0.0
3113,7.28,7.28,5.94,453.41,404.53,0.0
3346,19.11,7.11,5.39,459.52,415.02,0.0
427,6.76,7.41,12.83,473.75,429.87,0.0
2913,8.64,12.5,7.33,480.35,437.74,0.0
3415,7.31,5.2,17.08,492.27,454.83,0.0
2484,15.06,8.58,10.44,502.94,465.27,0.0
2394,6.38,14.88,6.35,520.79,471.61,0.0
283,8.91,5.68,19.34,537.85,490.96,0.0
4591,18.98,13.09,8.59,552.9,499.55,0.0
1181,15.4,12.73,8.03,587.11,510.72,0.0
3862,19.8,15.62,17.34,593.96,542.72,0.0
4758,11.84,6.97,11.54,619.19,554.25,0.0
4871,16.34,18.39,16.8,634.99,573.13,0.0
3824,18.36,19.28,16.14,642.42,591.76,0.0
269,10.05,7.86,13.96,654.53,605.72,0.0
2694,8.57,5.53,10.08,689.51,615.8,0.0
736,14.86,6.61,18.23,696.28,634.03,0.0
3524,15.87,19.16,10.58,696.78,644.61,0.0
3637,7.47,19.5,9.6,711.69,654.21,0.0
