job_id,time_m1,time_m2,time_m3,due_date,completion_time_edd,delay_edd
918,14.76,19.72,7.54,82.56,42.02,0.0
806,11.86,10.89,13.29,103.13,58.65,0.0
427,6.76,7.41,12.83,104.07,71.48,0.0
283,8.91,5.68,19.34,120.87,90.83,0.0
269,10.05,7.86,13.96,139.28,104.79,0.0
736,14.86,6.61,18.23,152.97,123.02,0.0
334,5.79,9.12,8.8,154.54,131.81,0.0
854,8.61,5.17,17.7,155.32,149.51,0.0
58,13.68,8.49,19.8,162.84,169.31,6.47
20,16.23,13.52,10.01,178.22,179.31,1.09
573,8.49,19.95,8.76,191.96,188.08,0.0
534,9.25,12.27,14.71,201.73,202.79,1.06
133,16.14,13.57,16.11,224.16,218.9,0.0
351,14.34,6.8,6.48,231.74,225.38,0.0
646,14.38,11.92,5.6,254.36,230.98,0.0
102,16.66,5.48,16.2,264.92,247.18,0.0
576,8.65,6.94,6.36,266.36,253.54,0.0
759,12.62,18.96,19.28,268.9,272.82,3.92
690,12.65,15.5,17.55,272.37,290.37,18.0
72,16.61,12.77,11.06,279.06,301.43,22.37
499,13.84,9.73,11.09,290.05,312.52,22.47
962,18.18,19.71,17.63,294.01,330.14,36.13
928,14.37,7.37,8.14,297.81,338.28,40.47
956,18.1,6.09,9.04,301.6,347.32,45.72
96,8.08,14.63,10.84,311.64,358.16,46.52
912,6.53,12.23,15.08,315.11,373.24,58.14
610,9.95,5.36,14.84,325.38,388.08,62.71
922,14.5,6.84,16.09,337.09,404.17,67.08
237,19.81,9.11,17.71,385.73,421.88,36.16
227,9.96,15.64,13.41,397.35,435.29,37.94
313,14.18,16.37,15.9,421.21,451.19,29.98
850,14.34,19.85,5.47,442.52,456.66,14.14
693,11.45,10.42,16.68,450.18,473.34,23.16
594,16.25,11.98,12.42,453.45,485.76,32.31
560,14.03,6.77,7.76,457.06,493.52,36.46
175,9.45,15.34,19.43,471.64,512.95,41.31
970,11.04,17.13,15.06,482.75,528.01,45.26
83,10.62,19.68,11.05,484.92,539.06,54.14
57,19.44,16.51,15.33,494.87,554.38,59.52
996,7.52,17.56,11.01,505.9,565.39,59.49
65,7.43,16.14,17.67,514.47,583.06,68.59
588,13.23,15.4,12.9,515.15,595.96,80.81
949,8.07,10.41,18.48,556.68,614.44,57.76
45,15.62,17.91,6.31,564.7,620.75,56.05
398,5.54,7.32,18.07,575.11,638.83,63.72
249,14.11,8.33,19.92,592.89,658.75,65.86
137,5.33,16.26,7.72,594.55,666.47,71.92
951,7.51,19.69,13.53,594.88,680.0,85.13
921,10.02,17.46,9.65,596.47,689.66,93.19
349,8.01,18.44,17.29,634.09,706.94,72.85
584,12.13,7.13,11.59,641.63,718.53,76.9
445,10.08,14.01,19.94,643.56,738.47,94.91
987,6.89,18.12,6.43,644.74,744.9,100.16
700,13.75,11.23,11.5,685.94,756.4,70.46
957,10.21,17.11,11.79,686.04,768.61,82.56
664,8.24,13.28,14.35,708.25,784.45,76.2
982,15.95,14.05,18.01,720.98,802.46,81.48
128,6.79,12.0,8.01,725.93,810.47,84.54
322,5.09,9.34,5.24,728.68,815.71,87.03
728,9.5,7.91,18.06,743.67,833.77,90.1
151,16.25,16.09,13.38,755.15,847.15,91.99
286,14.55,9.68,18.92,757.96,866.06,108.11
169,11.67,14.42,7.96,758.57,874.02,115.46
906,6.31,14.08,19.41,759.57,893.43,133.85
713,11.25,11.34,14.42,785.07,907.85,122.78
344,11.82,16.44,14.64,806.46,922.49,116.03
620,16.86,13.78,14.79,817.85,937.28,119.42
132,5.68,16.7,18.63,832.92,955.91,122.99
974,9.14,11.86,14.04,835.47,969.95,134.48
750,12.58,18.61,17.94,836.57,987.89,151.32
554,9.86,5.89,6.49,842.66,994.38,151.72
366,9.91,13.66,7.81,845.63,1002.19,156.57
849,19.33,10.75,6.3,875.21,1008.49,133.28
103,11.42,10.73,5.3,876.77,1013.79,137.02
619,15.57,12.44,7.83,883.72,1021.63,137.9
78,12.49,6.46,8.17,907.45,1029.8,122.34
495,7.58,13.94,5.32,923.97,1035.58,111.61
778,9.91,15.66,11.92,932.97,1057.84,124.88
681,9.21,12.23,8.93,935.47,1067.1,131.62
916,8.95,14.4,19.26,954.24,1091.82,137.59
540,19.21,8.01,9.59,954.8,1101.41,146.61
649,7.69,19.33,14.81,983.8,1116.22,132.41
525,16.91,5.55,12.91,987.49,1129.13,141.64
62,14.29,19.03,15.69,987.52,1144.82,157.3
360,15.03,19.28,18.02,1021.05,1162.84,141.78
